Time,PosX,PosY,PosZ,Altitude,VelX,VelY,VelZ,AccX,AccY,AccZ,AccGX,AccGY,AccGZ,Roll,Pitch,Yaw,GyroX,GyroY,GyroZ,AngularAccX,AngularAccY,AngularAccZ,YTVC,ZTVC,PitchSetpoint,YawSetpoint,Apogee
17.14,-152.42173,153.00396,-299.11921,299.11921,-11.59101,11.63528,35.70413,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.15,-152.53764,153.12031,-298.76119,298.76119,-11.59101,11.63528,35.8022,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.16,-152.65355,153.23666,-298.40218,298.40218,-11.59101,11.63528,35.90027,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.17,-152.76946,153.35301,-298.0422,298.0422,-11.59101,11.63528,35.99834,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.18,-152.88537,153.46937,-297.68124,297.68124,-11.59101,11.63528,36.09641,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.19,-153.00128,153.58572,-297.31929,297.31929,-11.59101,11.63528,36.19448,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.2,-153.11719,153.70207,-296.95637,296.95637,-11.59101,11.63528,36.29255,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.21,-153.2331,153.81843,-296.59246,296.59246,-11.59101,11.63528,36.39062,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.22,-153.34901,153.93478,-296.22757,296.22757,-11.59101,11.63528,36.48869,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.23,-153.46492,154.05113,-295.86171,295.86171,-11.59101,11.63528,36.58676,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.24,-153.58083,154.16748,-295.49486,295.49486,-11.59101,11.63528,36.68483,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.25,-153.69674,154.28384,-295.12703,295.12703,-11.59101,11.63528,36.7829,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.26,-153.81265,154.40019,-294.75822,294.75822,-11.59101,11.63528,36.88097,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.27,-153.92856,154.51654,-294.38843,294.38843,-11.59101,11.63528,36.97904,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.28,-154.04447,154.6329,-294.01766,294.01766,-11.59101,11.63528,37.07711,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.29,-154.16038,154.74925,-293.64591,293.64591,-11.59101,11.63528,37.17518,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.3,-154.27629,154.8656,-293.27317,293.27317,-11.59101,11.63528,37.27325,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.31,-154.3922,154.98195,-292.89946,292.89946,-11.59101,11.63528,37.37132,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.32,-154.50811,155.09831,-292.52477,292.52477,-11.59101,11.63528,37.46939,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.33,-154.62402,155.21466,-292.14909,292.14909,-11.59101,11.63528,37.56746,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.34,-154.73993,155.33101,-291.77244,291.77244,-11.59101,11.63528,37.66553,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.35,-154.85584,155.44737,-291.3948,291.3948,-11.59101,11.63528,37.7636,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.36,-154.97175,155.56372,-291.01618,291.01618,-11.59101,11.63528,37.86167,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.37,-155.08766,155.68007,-290.63659,290.63659,-11.59101,11.63528,37.95974,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.38,-155.20357,155.79642,-290.25601,290.25601,-11.59101,11.63528,38.05781,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.39,-155.31948,155.91278,-289.87445,289.87445,-11.59101,11.63528,38.15588,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.4,-155.43539,156.02913,-289.49191,289.49191,-11.59101,11.63528,38.25395,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.41,-155.5513,156.14548,-289.10839,289.10839,-11.59101,11.63528,38.35202,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.42,-155.66721,156.26184,-288.72389,288.72389,-11.59101,11.63528,38.45009,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.43,-155.78312,156.37819,-288.33841,288.33841,-11.59101,11.63528,38.54816,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.44,-155.89903,156.49454,-287.95194,287.95194,-11.59101,11.63528,38.64623,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.45,-156.01494,156.61089,-287.5645,287.5645,-11.59101,11.63528,38.7443,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.46,-156.13085,156.72725,-287.17608,287.17608,-11.59101,11.63528,38.84237,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.47,-156.24676,156.8436,-286.78667,286.78667,-11.59101,11.63528,38.94044,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.48,-156.36267,156.95995,-286.39629,286.39629,-11.59101,11.63528,39.03851,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.49,-156.47858,157.07631,-286.00492,286.00492,-11.59101,11.63528,39.13658,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.5,-156.59449,157.19266,-285.61258,285.61258,-11.59101,11.63528,39.23465,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.51,-156.7104,157.30901,-285.21925,285.21925,-11.59101,11.63528,39.33272,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.52,-156.82631,157.42536,-284.82494,284.82494,-11.59101,11.63528,39.43079,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.53,-156.94222,157.54172,-284.42965,284.42965,-11.59101,11.63528,39.52886,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.54,-157.05813,157.65807,-284.03338,284.03338,-11.59101,11.63528,39.62693,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.55,-157.17404,157.77442,-283.63613,283.63613,-11.59101,11.63528,39.725,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.56,-157.28995,157.89077,-283.2379,283.2379,-11.59101,11.63528,39.82307,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.57,-157.40586,158.00713,-282.83869,282.83869,-11.59101,11.63528,39.92114,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.58,-157.52177,158.12348,-282.4385,282.4385,-11.59101,11.63528,40.01921,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.59,-157.63768,158.23983,-282.03733,282.03733,-11.59101,11.63528,40.11728,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.6,-157.75359,158.35619,-281.63517,281.63517,-11.59101,11.63528,40.21535,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.61,-157.8695,158.47254,-281.23204,281.23204,-11.59101,11.63528,40.31342,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.62,-157.98541,158.58889,-280.82792,280.82792,-11.59101,11.63528,40.41149,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.63,-158.10132,158.70524,-280.42283,280.42283,-11.59101,11.63528,40.50956,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.64,-158.21723,158.8216,-280.01675,280.01675,-11.59101,11.63528,40.60763,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.65,-158.33314,158.93795,-279.60969,279.60969,-11.59101,11.63528,40.7057,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.66,-158.44905,159.0543,-279.20166,279.20166,-11.59101,11.63528,40.80377,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.67,-158.56496,159.17066,-278.79264,278.79264,-11.59101,11.63528,40.90184,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.68,-158.68087,159.28701,-278.38264,278.38264,-11.59101,11.63528,40.99991,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.69,-158.79678,159.40336,-277.97166,277.97166,-11.59101,11.63528,41.09798,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.7,-158.91269,159.51971,-277.5597,277.5597,-11.59101,11.63528,41.19605,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.71,-159.0286,159.63607,-277.14676,277.14676,-11.59101,11.63528,41.29412,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.72,-159.14451,159.75242,-276.73284,276.73284,-11.59101,11.63528,41.39219,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.73,-159.26042,159.86877,-276.31793,276.31793,-11.59101,11.63528,41.49026,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.74,-159.37633,159.98513,-275.90205,275.90205,-11.59101,11.63528,41.58833,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.75,-159.49224,160.10148,-275.48519,275.48519,-11.59101,11.63528,41.6864,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.76,-159.60815,160.21783,-275.06734,275.06734,-11.59101,11.63528,41.78447,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.77,-159.72406,160.33418,-274.64852,274.64852,-11.59101,11.63528,41.88254,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.78,-159.83998,160.45054,-274.22871,274.22871,-11.59101,11.63528,41.98061,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.79,-159.95589,160.56689,-273.80792,273.80792,-11.59101,11.63528,42.07868,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.8,-160.0718,160.68324,-273.38615,273.38615,-11.59101,11.63528,42.17675,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.81,-160.18771,160.7996,-272.96341,272.96341,-11.59101,11.63528,42.27482,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.82,-160.30362,160.91595,-272.53968,272.53968,-11.59101,11.63528,42.37289,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.83,-160.41953,161.0323,-272.11497,272.11497,-11.59101,11.63528,42.47096,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.84,-160.53544,161.14865,-271.68928,271.68928,-11.59101,11.63528,42.56903,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.85,-160.65135,161.26501,-271.26261,271.26261,-11.59101,11.63528,42.6671,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.86,-160.76726,161.38136,-270.83496,270.83496,-11.59101,11.63528,42.76517,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.87,-160.88317,161.49771,-270.40632,270.40632,-11.59101,11.63528,42.86324,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.88,-160.99908,161.61406,-269.97671,269.97671,-11.59101,11.63528,42.96131,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.89,-161.11499,161.73042,-269.54612,269.54612,-11.59101,11.63528,43.05938,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.9,-161.2309,161.84677,-269.11454,269.11454,-11.59101,11.63528,43.15745,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.91,-161.34681,161.96312,-268.68199,268.68199,-11.59101,11.63528,43.25552,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.92,-161.46272,162.07948,-268.24845,268.24845,-11.59101,11.63528,43.35359,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.93,-161.57863,162.19583,-267.81393,267.81393,-11.59101,11.63528,43.45166,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.94,-161.69454,162.31218,-267.37844,267.37844,-11.59101,11.63528,43.54973,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.95,-161.81045,162.42853,-266.94196,266.94196,-11.59101,11.63528,43.6478,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.96,-161.92636,162.54489,-266.5045,266.5045,-11.59101,11.63528,43.74587,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.97,-162.04227,162.66124,-266.06606,266.06606,-11.59101,11.63528,43.84394,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.98,-162.15818,162.77759,-265.62664,265.62664,-11.59101,11.63528,43.94201,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
17.99,-162.27409,162.89395,-265.18624,265.18624,-11.59101,11.63528,44.04008,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
18.0,-162.39,163.0103,-264.74486,264.74486,-11.59101,11.63528,44.13815,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
18.01,-162.50591,163.12665,-264.3025,264.3025,-11.59101,11.63528,44.23622,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
18.02,-162.62182,163.243,-263.85915,263.85915,-11.59101,11.63528,44.33429,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
18.03,-162.73773,163.35936,-263.41483,263.41483,-11.59101,11.63528,44.43236,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
18.04,-162.85364,163.47571,-262.96952,262.96952,-11.59101,11.63528,44.53043,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
18.05,-162.96955,163.59206,-262.52324,262.52324,-11.59101,11.63528,44.6285,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
18.06,-163.08546,163.70842,-262.07597,262.07597,-11.59101,11.63528,44.72657,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
18.07,-163.20137,163.82477,-261.62773,261.62773,-11.59101,11.63528,44.82464,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
18.08,-163.31728,163.94112,-261.1785,261.1785,-11.59101,11.63528,44.92271,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
18.09,-163.43319,164.05747,-260.72829,260.72829,-11.59101,11.63528,45.02078,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
18.1,-163.5491,164.17383,-260.2771,260.2771,-11.59101,11.63528,45.11885,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
18.11,-163.66501,164.29018,-259.82493,259.82493,-11.59101,11.63528,45.21692,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
18.12,-163.78092,164.40653,-259.37178,259.37178,-11.59101,11.63528,45.31499,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
18.13,-163.89683,164.52289,-258.91765,258.91765,-11.59101,11.63528,45.41306,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
18.14,-164.01274,164.63924,-258.46254,258.46254,-11.59101,11.63528,45.51113,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
18.15,-164.12865,164.75559,-258.00645,258.00645,-11.59101,11.63528,45.6092,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
18.16,-164.24456,164.87194,-257.54938,257.54938,-11.59101,11.63528,45.70727,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
18.17,-164.36047,164.9883,-257.09132,257.09132,-11.59101,11.63528,45.80534,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
18.18,-164.47638,165.10465,-256.63229,256.63229,-11.59101,11.63528,45.90341,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
18.19,-164.59229,165.221,-256.17228,256.17228,-11.59101,11.63528,46.00148,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
18.2,-164.7082,165.33736,-255.71128,255.71128,-11.59101,11.63528,46.09955,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
18.21,-164.82411,165.45371,-255.2493,255.2493,-11.59101,11.63528,46.19762,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
18.22,-164.94002,165.57006,-254.78635,254.78635,-11.59101,11.63528,46.29569,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
18.23,-165.05593,165.68641,-254.32241,254.32241,-11.59101,11.63528,46.39376,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
18.24,-165.17184,165.80277,-253.85749,253.85749,-11.59101,11.63528,46.49183,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
18.25,-165.28775,165.91912,-253.39159,253.39159,-11.59101,11.63528,46.5899,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,364.29
