Time,PosX,PosY,PosZ,Altitude,VelX,VelY,VelZ,AccX,AccY,AccZ,AccGX,AccGY,AccGZ,Roll,Pitch,Yaw,GyroX,GyroY,GyroZ,AngularAccX,AngularAccY,AngularAccZ,YTVC,ZTVC,PitchSetpoint,YawSetpoint,Apogee
6.99,-35.50379,35.63941,-165.19575,165.19575,-10.12947,10.16816,-47.13145,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,165.2
7.0,-35.60523,35.74123,-165.66773,165.66773,-10.14394,10.18269,-47.19878,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,165.67
7.01,-35.70681,35.8432,-166.14039,166.14039,-10.15841,10.19721,-47.26612,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,166.14
7.02,-35.80854,35.94532,-166.61373,166.61373,-10.17288,10.21174,-47.33345,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,166.61
7.03,-35.91041,36.04758,-167.08774,167.08774,-10.18735,10.22627,-47.40078,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,167.09
7.04,-36.01243,36.14999,-167.56242,167.56242,-10.20182,10.24079,-47.46811,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,167.56
7.05,-36.11459,36.25255,-168.03777,168.03777,-10.21629,10.25532,-47.53544,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,168.04
7.06,-36.2169,36.35524,-168.5138,168.5138,-10.23076,10.26984,-47.60277,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,168.51
7.07,-36.31935,36.45809,-168.9905,168.9905,-10.24523,10.28437,-47.6701,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,168.99
7.08,-36.42195,36.56108,-169.46788,169.46788,-10.2597,10.29889,-47.73743,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,169.47
7.09,-36.52469,36.66421,-169.94592,169.94592,-10.27418,10.31342,-47.80476,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,169.95
7.1,-36.62758,36.76749,-170.42464,170.42464,-10.28865,10.32795,-47.87209,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,170.42
7.11,-36.73061,36.87092,-170.90404,170.90404,-10.30312,10.34247,-47.93942,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,170.9
7.12,-36.83379,36.97449,-171.38411,171.38411,-10.31759,10.357,-48.00675,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,171.38
7.13,-36.93711,37.0782,-171.86485,171.86485,-10.33206,10.37152,-48.07408,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,171.86
7.14,-37.04057,37.18206,-172.34626,172.34626,-10.34653,10.38605,-48.14141,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,172.35
7.15,-37.14418,37.28607,-172.82835,172.82835,-10.361,10.40058,-48.20874,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,172.83
7.16,-37.24794,37.39022,-173.31111,173.31111,-10.37547,10.4151,-48.27607,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,173.31
7.17,-37.35184,37.49451,-173.79454,173.79454,-10.38994,10.42963,-48.34341,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,173.79
7.18,-37.45588,37.59896,-174.27865,174.27865,-10.40441,10.44415,-48.41074,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,174.28
7.19,-37.56007,37.70354,-174.76343,174.76343,-10.41888,10.45868,-48.47807,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,174.76
7.2,-37.6644,37.80827,-175.24888,175.24888,-10.43335,10.47321,-48.5454,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,175.25
7.21,-37.76888,37.91315,-175.73501,175.73501,-10.44782,10.48773,-48.61273,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,175.74
7.22,-37.8735,38.01817,-176.22181,176.22181,-10.46229,10.50226,-48.68006,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,176.22
7.23,-37.97827,38.12334,-176.70929,176.70929,-10.47676,10.51678,-48.74739,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,176.71
7.24,-38.08318,38.22866,-177.19743,177.19743,-10.49124,10.53131,-48.81472,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,177.2
7.25,-38.18824,38.33411,-177.68625,177.68625,-10.50571,10.54584,-48.88205,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,177.69
7.26,-38.29344,38.43972,-178.17575,178.17575,-10.52018,10.56036,-48.94938,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,178.18
7.27,-38.39879,38.54547,-178.66591,178.66591,-10.53465,10.57489,-49.01671,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,178.67
7.28,-38.50428,38.65136,-179.15676,179.15676,-10.54912,10.58941,-49.08404,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,179.16
7.29,-38.60992,38.7574,-179.64827,179.64827,-10.56359,10.60394,-49.15137,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,179.65
7.3,-38.7157,38.86358,-180.14046,180.14046,-10.57806,10.61847,-49.2187,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,180.14
7.31,-38.82162,38.96991,-180.63332,180.63332,-10.59253,10.63299,-49.28603,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,180.63
7.32,-38.92769,39.07639,-181.12685,181.12685,-10.607,10.64752,-49.35337,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,181.13
7.33,-39.03391,39.18301,-181.62106,181.62106,-10.62147,10.66204,-49.4207,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,181.62
7.34,-39.14027,39.28978,-182.11594,182.11594,-10.63594,10.67657,-49.48803,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,182.12
7.35,-39.24677,39.39669,-182.61149,182.61149,-10.65041,10.6911,-49.55536,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,182.61
7.36,-39.35342,39.50374,-183.10772,183.10772,-10.66488,10.70562,-49.62269,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,183.11
7.37,-39.46021,39.61094,-183.60462,183.60462,-10.67935,10.72015,-49.69002,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,183.6
7.38,-39.56715,39.71829,-184.10219,184.10219,-10.69382,10.73467,-49.75735,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,184.1
7.39,-39.67423,39.82578,-184.60044,184.60044,-10.7083,10.7492,-49.82468,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,184.6
7.4,-39.78146,39.93342,-185.09936,185.09936,-10.72277,10.76373,-49.89201,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,185.1
7.41,-39.88883,40.0412,-185.59895,185.59895,-10.73724,10.77825,-49.95934,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,185.6
7.42,-39.99635,40.14913,-186.09922,186.09922,-10.75171,10.79278,-50.02667,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,186.1
7.43,-40.10401,40.2572,-186.60016,186.60016,-10.76618,10.8073,-50.094,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,186.6
7.44,-40.21182,40.36542,-187.10177,187.10177,-10.78065,10.82183,-50.16133,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,187.1
7.45,-40.31977,40.47379,-187.60406,187.60406,-10.79512,10.83635,-50.22866,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,187.6
7.46,-40.42787,40.58229,-188.10702,188.10702,-10.80959,10.85088,-50.29599,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,188.11
7.47,-40.53611,40.69095,-188.61065,188.61065,-10.82406,10.86541,-50.36332,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,188.61
7.48,-40.64449,40.79975,-189.11496,189.11496,-10.83853,10.87993,-50.43066,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,189.11
7.49,-40.75302,40.90869,-189.61994,189.61994,-10.853,10.89446,-50.49799,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,189.62
7.5,-40.8617,41.01778,-190.12559,190.12559,-10.86747,10.90898,-50.56532,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,190.13
7.51,-40.97052,41.12702,-190.63192,190.63192,-10.88194,10.92351,-50.63265,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,190.63
7.52,-41.07948,41.2364,-191.13892,191.13892,-10.89641,10.93804,-50.69998,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,191.14
7.53,-41.18859,41.34592,-191.64659,191.64659,-10.91088,10.95256,-50.76731,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,191.65
7.54,-41.29784,41.45559,-192.15494,192.15494,-10.92536,10.96709,-50.83464,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,192.15
7.55,-41.40724,41.56541,-192.66396,192.66396,-10.93983,10.98161,-50.90197,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,192.66
7.56,-41.51678,41.67537,-193.17365,193.17365,-10.9543,10.99614,-50.9693,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,193.17
7.57,-41.62647,41.78548,-193.68402,193.68402,-10.96877,11.01067,-51.03663,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,193.68
7.58,-41.7363,41.89573,-194.19506,194.19506,-10.98324,11.02519,-51.10396,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,194.2
7.59,-41.84628,42.00613,-194.70677,194.70677,-10.99771,11.03972,-51.17129,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,194.71
7.6,-41.9564,42.11667,-195.21915,195.21915,-11.01218,11.05424,-51.23862,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,195.22
7.61,-42.06667,42.22736,-195.73221,195.73221,-11.02665,11.06877,-51.30595,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,195.73
7.62,-42.17708,42.33819,-196.24595,196.24595,-11.04112,11.0833,-51.37328,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,196.25
7.63,-42.28764,42.44917,-196.76035,196.76035,-11.05559,11.09782,-51.44062,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,196.76
7.64,-42.39834,42.56029,-197.27543,197.27543,-11.07006,11.11235,-51.50795,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,197.28
7.65,-42.50918,42.67156,-197.79119,197.79119,-11.08453,11.12687,-51.57528,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,197.79
7.66,-42.62017,42.78297,-198.30761,198.30761,-11.099,11.1414,-51.64261,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,198.31
7.67,-42.73131,42.89453,-198.82471,198.82471,-11.11347,11.15593,-51.70994,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,198.82
7.68,-42.84259,43.00624,-199.34248,199.34248,-11.12794,11.17045,-51.77727,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,199.34
7.69,-42.95401,43.11809,-199.86093,199.86093,-11.14242,11.18498,-51.8446,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,199.86
7.7,-43.06558,43.23008,-200.38005,200.38005,-11.15689,11.1995,-51.91193,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,200.38
7.71,-43.17729,43.34222,-200.89984,200.89984,-11.17136,11.21403,-51.97926,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,200.9
7.72,-43.28915,43.45451,-201.42031,201.42031,-11.18583,11.22856,-52.04659,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,201.42
7.73,-43.40116,43.56694,-201.94145,201.94145,-11.2003,11.24308,-52.11392,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,201.94
7.74,-43.5133,43.67952,-202.46326,202.46326,-11.21477,11.25761,-52.18125,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,202.46
7.75,-43.6256,43.79224,-202.98575,202.98575,-11.22924,11.27213,-52.24858,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,202.99
7.76,-43.73803,43.9051,-203.5089,203.5089,-11.24371,11.28666,-52.31591,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,203.51
7.77,-43.85061,44.01812,-204.03274,204.03274,-11.25818,11.30119,-52.38324,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,204.03
7.78,-43.96334,44.13127,-204.55724,204.55724,-11.27265,11.31571,-52.45057,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,204.56
7.79,-44.07621,44.24458,-205.08242,205.08242,-11.28712,11.33024,-52.51791,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,205.08
7.8,-44.18923,44.35802,-205.60827,205.60827,-11.30159,11.34476,-52.58524,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,205.61
7.81,-44.30239,44.47162,-206.1348,206.1348,-11.31606,11.35929,-52.65257,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,206.13
7.82,-44.41569,44.58535,-206.662,206.662,-11.33053,11.37381,-52.7199,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,206.66
7.83,-44.52914,44.69924,-207.18987,207.18987,-11.345,11.38834,-52.78723,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,207.19
7.84,-44.64274,44.81327,-207.71842,207.71842,-11.35948,11.40287,-52.85456,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,207.72
7.85,-44.75648,44.92744,-208.24764,208.24764,-11.37395,11.41739,-52.92189,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,208.25
7.86,-44.87036,45.04176,-208.77753,208.77753,-11.38842,11.43192,-52.98922,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,208.78
7.87,-44.98439,45.15622,-209.30809,209.30809,-11.40289,11.44644,-53.05655,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,209.31
7.88,-45.09856,45.27083,-209.83933,209.83933,-11.41736,11.46097,-53.12388,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,209.84
7.89,-45.21288,45.38559,-210.37124,210.37124,-11.43183,11.4755,-53.19121,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,210.37
7.9,-45.32735,45.50049,-210.90383,210.90383,-11.4463,11.49002,-53.25854,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,210.9
7.91,-45.44195,45.61553,-211.43709,211.43709,-11.46077,11.50455,-53.32587,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,211.44
7.92,-45.55671,45.73072,-211.97102,211.97102,-11.47524,11.51907,-53.3932,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,211.97
7.93,-45.6716,45.84606,-212.50563,212.50563,-11.48971,11.5336,-53.46053,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,212.51
7.94,-45.78664,45.96154,-213.0409,213.0409,-11.50418,11.54813,-53.52787,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,213.04
7.95,-45.90183,46.07717,-213.57686,213.57686,-11.51865,11.56265,-53.5952,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,213.58
7.96,-46.01716,46.19294,-214.11348,214.11348,-11.53312,11.57718,-53.66253,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,214.11
7.97,-46.13264,46.30886,-214.65078,214.65078,-11.54759,11.5917,-53.72986,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,214.65
7.98,-46.24826,46.42492,-215.18875,215.18875,-11.56206,11.60623,-53.79719,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,215.19
7.99,-46.36402,46.54113,-215.7274,215.7274,-11.57654,11.62076,-53.86452,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,215.73
8.0,-46.47993,46.65748,-216.26672,216.26672,-11.59101,11.63528,-53.93185,0.0,0.0,-16.66667,-1.44707,1.45259,-6.73306,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,216.27
8.01,-46.59584,46.77383,-216.80505,216.80505,-11.59101,11.63528,-53.83378,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,216.81
8.02,-46.71175,46.89019,-217.34241,217.34241,-11.59101,11.63528,-53.73571,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,217.34
8.03,-46.82766,47.00654,-217.87879,217.87879,-11.59101,11.63528,-53.63764,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,217.88
8.04,-46.94357,47.12289,-218.41418,218.41418,-11.59101,11.63528,-53.53957,0.0,0.0,0.0,0.0,0.0,9.807,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,218.41
